Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
1376971846,1,2926.0,42.82463796913589,2.5155442513373045,704512.0,189911.6161313834,0.0,0.0,0.0,0.0
1376972146,1,2926.0,3.141169646152908,2.5417145872788365,704512.0,52613.00632997719,0.0,0.0,0.0,0.0
1376972446,1,2926.0,97.96110870262996,4.65742864713921,704512.0,75664.24740776423,0.0,0.0,0.0,0.0
1376972746,1,2926.0,50.382156118698475,4.334935420649508,704512.0,87981.99136913,0.0,0.0,0.0,0.0
1376973046,1,2926.0,28.881196503796613,2.8027570504190633,704512.0,144278.52661601076,0.0,0.0,0.0,0.0
1376973346,1,2926.0,98.17522105701958,1.2496491452071905,704512.0,26613.617729889593,0.0,0.0,0.0,0.0
1376973646,1,2926.0,99.03836890226178,4.59118597528257,704512.0,135709.62387260678,0.0,0.0,0.0,0.0
1376973946,1,2926.0,72.06649420275598,4.60702564818822,704512.0,41644.757325945946,0.0,0.0,0.0,0.0
1376974246,1,2926.0,51.686523651012386,1.96487312538058,704512.0,109225.31259903994,0.0,0.0,0.0,0.0
1376974546,1,2926.0,1.797086584604557,4.858705681552917,704512.0,111833.71396205983,0.0,0.0,0.0,0.0
1376974846,1,2926.0,13.265508796198267,4.88045673996306,704512.0,34502.273540220616,0.0,0.0,0.0,0.0
1376975146,1,2926.0,29.414754356275697,1.591069619370466,704512.0,105309.78698936953,0.0,0.0,0.0,0.0
1376975446,1,2926.0,41.33768418811885,2.5841388009396122,704512.0,131883.70121805227,0.0,0.0,0.0,0.0
1376975746,1,2926.0,81.43110304583686,2.0568210943535723,704512.0,56201.567182493076,0.0,0.0,0.0,0.0
1376976046,1,2926.0,3.2958878748761244,4.092284844484527,704512.0,152952.5453163849,0.0,0.0,0.0,0.0
1376976346,1,2926.0,55.080922223852156,0.19651309561920072,704512.0,90210.31577845689,0.0,0.0,0.0,0.0
1376976646,1,2926.0,10.826688980819487,1.0557731215506942,704512.0,149304.11753511924,0.0,0.0,0.0,0.0
1376976946,1,2926.0,42.31844029222363,1.9052430230841129,704512.0,106489.87974690116,0.0,0.0,0.0,0.0
1376977246,1,2926.0,0.46732615501139385,0.8181279534774893,704512.0,4493.190225752342,0.0,0.0,0.0,0.0
1376977546,1,2926.0,66.3247352169584,4.9304745782653825,704512.0,33852.9472004429,0.0,0.0,0.0,0.0
1376977846,1,2926.0,93.27301484267282,4.96224180208668,704512.0,190454.2014489145,0.0,0.0,0.0,0.0
1376978146,1,2926.0,65.44422945299287,2.9962282352327065,704512.0,68906.3431246893,0.0,0.0,0.0,0.0
1376978446,1,2926.0,6.599635978596197,1.8167047702125831,704512.0,25081.090255041283,0.0,0.0,0.0,0.0
1376978746,1,2926.0,86.55646567858552,1.9046204357376062,704512.0,142554.7172780771,0.0,0.0,0.0,0.0
1376979046,1,2926.0,88.80673740140614,3.9246705174285723,704512.0,65612.04132840759,0.0,0.0,0.0,0.0
1376979346,1,2926.0,63.399020760396986,4.838010363974709,704512.0,78262.81956957866,0.0,0.0,0.0,0.0
1376979646,1,2926.0,16.45244976716571,1.9676535631536762,704512.0,4756.954920967349,0.0,0.0,0.0,0.0
1376979946,1,2926.0,56.42641766898213,3.958415770976055,704512.0,158512.6010535952,0.0,0.0,0.0,0.0
1376980246,1,2926.0,43.75354352769575,0.5907085285681268,704512.0,150508.2854751402,0.0,0.0,0.0,0.0
1376980546,1,2926.0,9.677684058948099,0.17019025760538042,704512.0,6379.015504636265,0.0,0.0,0.0,0.0
1376980846,1,2926.0,71.70310824715487,0.21448817571191492,704512.0,180542.0417630279,0.0,0.0,0.0,0.0
1376981146,1,2926.0,74.25273806323291,3.4179820700699475,704512.0,61206.78252731051,0.0,0.0,0.0,0.0
1376981446,1,2926.0,51.67711173051167,2.568838456568319,704512.0,13740.401131842827,0.0,0.0,0.0,0.0
1376981746,1,2926.0,66.79153291227544,0.2986388471338003,704512.0,68666.64547060881,0.0,0.0,0.0,0.0
1376982046,1,2926.0,54.4951311235041,4.417460679651437,704512.0,106375.41698211237,0.0,0.0,0.0,0.0
1376982346,1,2926.0,25.026155239997205,2.5929614820800984,704512.0,74884.04609182742,0.0,0.0,0.0,0.0
1376982646,1,2926.0,49.14768170175887,1.7875335614776389,704512.0,136643.7247868227,0.0,0.0,0.0,0.0
1376982946,1,2926.0,78.47498867837133,2.3181494436025183,704512.0,27718.52586225296,0.0,0.0,0.0,0.0
1376983246,1,2926.0,28.360457091017754,3.8257837073079832,704512.0,54625.51618541314,0.0,0.0,0.0,0.0
1376983546,1,2926.0,35.13602275182811,4.974342345670304,704512.0,35482.55130398725,0.0,0.0,0.0,0.0
1376983846,1,2926.0,88.75114263316057,2.669072617440417,704512.0,167177.12004048546,0.0,0.0,0.0,0.0
1376984146,1,2926.0,42.96283801688256,4.169386376795518,704512.0,55913.950255028656,0.0,0.0,0.0,0.0
1376984446,1,2926.0,10.194569498960792,0.40767478225809284,704512.0,32375.619172626346,0.0,0.0,0.0,0.0
1376984746,1,2926.0,86.06496987704031,0.2437983656597542,704512.0,63072.27872119874,0.0,0.0,0.0,0.0
1376985046,1,2926.0,30.932297923784834,2.0918223471849284,704512.0,198982.90230554275,0.0,0.0,0.0,0.0
1376985346,1,2926.0,16.302380154021556,2.295295699240485,704512.0,199369.36797465614,0.0,0.0,0.0,0.0
1376985646,1,2926.0,30.891376429878925,2.9990535314971636,704512.0,113374.843362753,0.0,0.0,0.0,0.0
1376985946,1,2926.0,41.49665292410959,2.689170510890217,704512.0,59122.45568800938,0.0,0.0,0.0,0.0
1376986246,1,2926.0,53.89088222648078,2.557112279359522,704512.0,117526.55786589214,0.0,0.0,0.0,0.0
1376986546,1,2926.0,74.02754426229215,2.071768041721077,704512.0,130067.8246960529,0.0,0.0,0.0,0.0
1376986846,1,2926.0,57.48907563013547,2.6503321010335767,704512.0,167324.6909107553,0.0,0.0,0.0,0.0
1376987146,1,2926.0,43.89784458154057,4.57355606550036,704512.0,20015.90265528175,0.0,0.0,0.0,0.0
1376987446,1,2926.0,61.60444790250157,1.8971634015885497,704512.0,14832.395230663375,0.0,0.0,0.0,0.0
1376987746,1,2926.0,92.66136833002308,3.6665238160808693,704512.0,85350.33229042275,0.0,0.0,0.0,0.0
1376988046,1,2926.0,3.0532362369811716,4.137812154489103,704512.0,123436.94348210514,0.0,0.0,0.0,0.0
1376988346,1,2926.0,70.80321337911745,1.6026747728675161,704512.0,148810.2384719341,0.0,0.0,0.0,0.0
1376988646,1,2926.0,24.43858423157962,3.8948044266601087,704512.0,50088.73286832891,0.0,0.0,0.0,0.0
1376988946,1,2926.0,17.467943784823014,1.777451623042211,704512.0,111852.4897966487,0.0,0.0,0.0,0.0
1376989246,1,2926.0,41.657328031242656,0.3599484198360753,704512.0,170787.82267751946,0.0,0.0,0.0,0.0
1376989546,1,2926.0,72.09578195077786,2.143767544833228,704512.0,137253.6329563857,0.0,0.0,0.0,0.0
1376989846,1,2926.0,15.742839282844667,2.1672923654541947,704512.0,14067.234162766274,0.0,0.0,0.0,0.0
1376990146,1,2926.0,52.83952472692056,0.6220665434339218,704512.0,51347.34024150263,0.0,0.0,0.0,0.0
1376990446,1,2926.0,94.94466926360954,4.314619135200723,704512.0,132641.2999350694,0.0,0.0,0.0,0.0
1376990746,1,2926.0,2.942262361954817,2.7701970471043893,704512.0,143076.49689724518,0.0,0.0,0.0,0.0
1376991046,1,2926.0,33.91967731427835,2.117701445541764,704512.0,118426.57122835056,0.0,0.0,0.0,0.0
1376991346,1,2926.0,16.665087528489885,1.4382708025975082,704512.0,96037.33951383873,0.0,0.0,0.0,0.0
1376991646,1,2926.0,0.19748381681671257,1.958176515885151,704512.0,88518.36861804381,0.0,0.0,0.0,0.0
1376991946,1,2926.0,16.31065773782612,1.8753947708624326,704512.0,37045.0223618541,0.0,0.0,0.0,0.0
1376992246,1,2926.0,55.97366473919099,3.842266298162877,704512.0,67041.4212528106,0.0,0.0,0.0,0.0
1376992546,1,2926.0,5.031862697464351,4.3146624949602765,704512.0,83016.24316309683,0.0,0.0,0.0,0.0
1376992846,1,2926.0,76.38077397926708,1.6764617775776842,704512.0,155219.31893921463,0.0,0.0,0.0,0.0
1376993146,1,2926.0,86.39174690703665,0.9309210865866357,704512.0,64002.60204402643,0.0,0.0,0.0,0.0
1376993446,1,2926.0,63.52032271269069,2.810148577428494,704512.0,62525.08015766911,0.0,0.0,0.0,0.0
1376993746,1,2926.0,89.96655112845654,2.903451150164397,704512.0,127128.29627572506,0.0,0.0,0.0,0.0
1376994046,1,2926.0,62.279241833665345,3.0205086666186864,704512.0,182404.57826991784,0.0,0.0,0.0,0.0
1376994346,1,2926.0,97.11420012755212,1.9339652822489821,704512.0,20212.23098079741,0.0,0.0,0.0,0.0
1376994646,1,2926.0,89.76103617576695,4.331483410952417,704512.0,44925.09099279503,0.0,0.0,0.0,0.0
1376994946,1,2926.0,44.424363170107206,1.3273274814269325,704512.0,62827.309373480355,0.0,0.0,0.0,0.0
1376995246,1,2926.0,72.01682614820099,3.4746898961599646,704512.0,59467.20189596928,0.0,0.0,0.0,0.0
1376995546,1,2926.0,94.45600492238945,0.5007119364417223,704512.0,183411.90436848457,0.0,0.0,0.0,0.0
1376995846,1,2926.0,57.216925291460676,1.0595111315159396,704512.0,166656.6680072706,0.0,0.0,0.0,0.0
1376996146,1,2926.0,98.10758684402086,2.4570139163188647,704512.0,179917.3387520441,0.0,0.0,0.0,0.0
1376996446,1,2926.0,21.489344370095832,4.328875669177297,704512.0,14748.681938803587,0.0,0.0,0.0,0.0
1376996746,1,2926.0,77.29694578527945,0.2045807499687574,704512.0,196278.1864213274,0.0,0.0,0.0,0.0
1376997046,1,2926.0,51.79243968323204,0.22257110013734427,704512.0,117583.96722155664,0.0,0.0,0.0,0.0
1376997346,1,2926.0,85.41026385987792,1.6179111669417852,704512.0,94493.9632493858,0.0,0.0,0.0,0.0
1376997646,1,2926.0,96.4075710395837,4.406508724166886,704512.0,54360.07518729869,0.0,0.0,0.0,0.0
1376997946,1,2926.0,54.927652636288535,1.745584269899823,704512.0,18401.104438947423,0.0,0.0,0.0,0.0
1376998246,1,2926.0,42.94945937343411,2.8470191608310653,704512.0,167454.609491542,0.0,0.0,0.0,0.0
1376998546,1,2926.0,25.04490464837272,0.021809198164305932,704512.0,45677.81663744759,0.0,0.0,0.0,0.0
1376998846,1,2926.0,71.31956512591897,2.49679460082867,704512.0,88170.85547070573,0.0,0.0,0.0,0.0
1376999146,1,2926.0,19.597390364762234,3.8285229704971764,704512.0,81290.1650672567,0.0,0.0,0.0,0.0
1376999446,1,2926.0,98.4448906257112,0.4034396857031186,704512.0,159408.09049003245,0.0,0.0,0.0,0.0
1376999746,1,2926.0,67.21390080339201,3.4482469433427743,704512.0,88172.75374363147,0.0,0.0,0.0,0.0
1377000046,1,2926.0,36.118317448072105,0.946419560814698,704512.0,12270.160972261434,0.0,0.0,0.0,0.0
1377000346,1,2926.0,70.60949559315468,3.644396069792913,704512.0,57019.95142372076,0.0,0.0,0.0,0.0
1377000646,1,2926.0,26.42147406568276,3.8926396673644446,704512.0,101350.36949001963,0.0,0.0,0.0,0.0
1377000946,1,2926.0,14.894372401252143,0.6470287978293393,704512.0,100407.37460307241,0.0,0.0,0.0,0.0
1377001246,1,2926.0,15.709796671808995,0.9256836660126355,704512.0,44409.30983272806,0.0,0.0,0.0,0.0
1377001546,1,2926.0,49.08446628507382,2.637188767321601,704512.0,118574.92357419539,0.0,0.0,0.0,0.0
1377001846,1,2926.0,41.863383106963035,1.5628464721414892,704512.0,90719.47059632537,0.0,0.0,0.0,0.0
1377002146,1,2926.0,2.412332287547514,2.6587313766149285,704512.0,111309.99123483189,0.0,0.0,0.0,0.0
1377002446,1,2926.0,66.89985577373116,2.3901428389268613,704512.0,58501.78107967057,0.0,0.0,0.0,0.0
1377002746,1,2926.0,49.05499626195115,2.9747759296521528,704512.0,58300.39299837866,0.0,0.0,0.0,0.0
1377003046,1,2926.0,73.66824944861324,3.4647149053167925,704512.0,3740.4063862725325,0.0,0.0,0.0,0.0
1377003346,1,2926.0,18.90689032025795,4.801761477669924,704512.0,164112.19979034594,0.0,0.0,0.0,0.0
1377003646,1,2926.0,49.72428603103538,4.09649421010147,704512.0,101739.7267408651,0.0,0.0,0.0,0.0
1377003946,1,2926.0,18.354312374027128,0.16595747220628398,704512.0,126988.46340170015,0.0,0.0,0.0,0.0
1377004246,1,2926.0,85.1086913049705,0.36316653952079003,704512.0,101030.48044728696,0.0,0.0,0.0,0.0
1377004546,1,2926.0,97.21680388535354,0.6412521669207821,704512.0,3641.6908159015993,0.0,0.0,0.0,0.0
1377004846,1,2926.0,47.33399527082101,4.59712997108211,704512.0,179354.48180889714,0.0,0.0,0.0,0.0
1377005146,1,2926.0,18.8538992222133,4.420907585013398,704512.0,84229.9138611712,0.0,0.0,0.0,0.0
1377005446,1,2926.0,64.4199980239933,4.896238406549158,704512.0,119227.56973726537,0.0,0.0,0.0,0.0
1377005746,1,2926.0,71.50217456567192,4.323137234689542,704512.0,193346.18601893313,0.0,0.0,0.0,0.0
1377006046,1,2926.0,15.26950543921729,3.7667757345922097,704512.0,177270.86761989375,0.0,0.0,0.0,0.0
1377006346,1,2926.0,94.73036977104098,4.606006768663665,704512.0,50639.53228240094,0.0,0.0,0.0,0.0
1377006646,1,2926.0,47.68631147167105,2.1314445297150533,704512.0,68267.23806044662,0.0,0.0,0.0,0.0
1377006946,1,2926.0,48.01930383079368,3.0890432055585917,704512.0,108575.68779316968,0.0,0.0,0.0,0.0
1377007246,1,2926.0,65.80636306962093,3.431214776208317,704512.0,91462.21244076714,0.0,0.0,0.0,0.0
1377007546,1,2926.0,25.670983068877884,2.728748523398118,704512.0,66653.91012101992,0.0,0.0,0.0,0.0
1377007846,1,2926.0,29.787963324238653,2.951640428324615,704512.0,26290.84224116287,0.0,0.0,0.0,0.0
1377008146,1,2926.0,65.33673962410327,3.326104077232971,704512.0,13572.959425057008,0.0,0.0,0.0,0.0
1377008446,1,2926.0,67.58661163549361,3.926559297467633,704512.0,64035.5923392456,0.0,0.0,0.0,0.0
1377008746,1,2926.0,1.2850327795629446,2.054323870588629,704512.0,106861.8060136118,0.0,0.0,0.0,0.0
1377009046,1,2926.0,50.0795699521348,2.0273013884402182,704512.0,23734.608852546236,0.0,0.0,0.0,0.0
1377009346,1,2926.0,35.09964899680105,3.2300518499458764,704512.0,132065.43603123087,0.0,0.0,0.0,0.0
1377009646,1,2926.0,80.56051885817355,2.2445265350899986,704512.0,145745.75215251907,0.0,0.0,0.0,0.0
1377009946,1,2926.0,73.0338144016402,4.447865438209264,704512.0,168486.1992393137,0.0,0.0,0.0,0.0
1377010246,1,2926.0,67.02022157135664,2.8778911586621527,704512.0,83968.65026805479,0.0,0.0,0.0,0.0
1377010546,1,2926.0,35.19241565711598,0.914579511833663,704512.0,44862.25010702531,0.0,0.0,0.0,0.0
1377010846,1,2926.0,20.076906296841067,3.722145844776863,704512.0,43842.75923718892,0.0,0.0,0.0,0.0
1377011146,1,2926.0,74.77138933941245,1.720125025841936,704512.0,8558.763502369726,0.0,0.0,0.0,0.0
1377011446,1,2926.0,50.19920335942479,2.305546004198584,704512.0,190834.7876468814,0.0,0.0,0.0,0.0
1377011746,1,2926.0,75.87256299904458,3.4907626540805285,704512.0,118112.08391337642,0.0,0.0,0.0,0.0
1377012046,1,2926.0,17.409691322202747,4.8649056606093435,704512.0,68393.69671990164,0.0,0.0,0.0,0.0
1377012346,1,2926.0,49.022334481045824,4.250043922690136,704512.0,179693.56110114622,0.0,0.0,0.0,0.0
1377012646,1,2926.0,1.6167820273931377,4.763169726726023,704512.0,107016.1782627024,0.0,0.0,0.0,0.0
1377012946,1,2926.0,28.328621048177627,1.6265702372923119,704512.0,24114.4686797766,0.0,0.0,0.0,0.0
1377013246,1,2926.0,91.20212083356232,2.9783433908540164,704512.0,146501.90150425333,0.0,0.0,0.0,0.0
1377013546,1,2926.0,42.7747336449383,1.7531970587370678,704512.0,118570.99633809962,0.0,0.0,0.0,0.0
1377013846,1,2926.0,37.646223887655026,2.519088573030865,704512.0,103529.72515886379,0.0,0.0,0.0,0.0
1377014146,1,2926.0,17.061404327827702,4.431169812129634,704512.0,189223.28382062798,0.0,0.0,0.0,0.0
1377014446,1,2926.0,23.13484116921335,1.7181628589731406,704512.0,183055.84989802144,0.0,0.0,0.0,0.0
1377014746,1,2926.0,90.49812228229688,4.6522844390679206,704512.0,114375.052791178,0.0,0.0,0.0,0.0
1377015046,1,2926.0,24.379260219336086,1.8692149218965304,704512.0,33706.755900269745,0.0,0.0,0.0,0.0
1377015346,1,2926.0,13.571188544648372,0.40080893140033824,704512.0,3103.5486653739895,0.0,0.0,0.0,0.0
1377015646,1,2926.0,20.545514396735097,3.70258637738839,704512.0,146048.89616608582,0.0,0.0,0.0,0.0
1377015946,1,2926.0,5.415519021532833,3.2106866265831786,704512.0,82017.05605700864,0.0,0.0,0.0,0.0
1377016246,1,2926.0,4.425507235569914,0.8542292712651822,704512.0,31465.527889735335,0.0,0.0,0.0,0.0
1377016546,1,2926.0,23.664565650823043,4.785934735562232,704512.0,96581.33048402818,0.0,0.0,0.0,0.0
1377016846,1,2926.0,83.50863899133722,0.3525115588135186,704512.0,179494.72505825377,0.0,0.0,0.0,0.0
1377017146,1,2926.0,94.80054070845979,1.757687799242983,704512.0,144997.79899868066,0.0,0.0,0.0,0.0
1377017446,1,2926.0,4.475406836473961,1.6047474387713734,704512.0,197361.46479579754,0.0,0.0,0.0,0.0
1377017746,1,2926.0,77.62165423335804,1.86061257784278,704512.0,67935.70096618577,0.0,0.0,0.0,0.0
1377018046,1,2926.0,3.347519963820411,4.234315515269138,704512.0,122254.82733284635,0.0,0.0,0.0,0.0
1377018346,1,2926.0,96.84740740816025,3.016795426415642,704512.0,127539.01757687733,0.0,0.0,0.0,0.0
1377018646,1,2926.0,4.320164452395813,1.2279060827222503,704512.0,64524.5081267916,0.0,0.0,0.0,0.0
1377018946,1,2926.0,70.9981851674322,4.792344835268408,704512.0,32871.58114594926,0.0,0.0,0.0,0.0
1377019246,1,2926.0,13.564155426163072,3.2010697772366647,704512.0,119557.70876666057,0.0,0.0,0.0,0.0
1377019546,1,2926.0,60.41860728350758,1.435165631550988,704512.0,156061.0813754461,0.0,0.0,0.0,0.0
1377019846,1,2926.0,35.996621972048914,2.6544001715376195,704512.0,5898.898986099832,0.0,0.0,0.0,0.0
1377020146,1,2926.0,81.34281181596322,4.743257361042327,704512.0,167589.52047085523,0.0,0.0,0.0,0.0
1377020446,1,2926.0,73.36854856066059,1.9394930620085553,704512.0,128380.30557448092,0.0,0.0,0.0,0.0
1377020746,1,2926.0,24.01027895533249,1.120050690375896,704512.0,116204.346413686,0.0,0.0,0.0,0.0
1377021046,1,2926.0,73.86380934600784,0.5032950655445267,704512.0,130938.71065562069,0.0,0.0,0.0,0.0
1377021346,1,2926.0,97.47705383212339,3.0027755615011085,704512.0,1892.2593251928577,0.0,0.0,0.0,0.0
1377021646,1,2926.0,45.192764088139235,4.821153264889305,704512.0,85756.43083254663,0.0,0.0,0.0,0.0
1377021946,1,2926.0,93.60278323170877,1.8753552814653824,704512.0,151921.98986508595,0.0,0.0,0.0,0.0
1377022246,1,2926.0,95.43899559975503,2.6126154863375644,704512.0,154214.70268330886,0.0,0.0,0.0,0.0
1377022546,1,2926.0,92.26821381065064,2.4196017577424787,704512.0,96261.81160934022,0.0,0.0,0.0,0.0
1377022846,1,2926.0,63.34275459911881,3.9632352200700276,704512.0,185340.65367082387,0.0,0.0,0.0,0.0
1377023146,1,2926.0,74.71277765657705,3.71100410068172,704512.0,193980.42911295476,0.0,0.0,0.0,0.0
1377023446,1,2926.0,34.5834043721329,1.745893029187623,704512.0,168004.9152067177,0.0,0.0,0.0,0.0
1377023746,1,2926.0,60.95253770459179,2.5280736146794895,704512.0,36436.33405651516,0.0,0.0,0.0,0.0
1377024046,1,2926.0,73.54497894432669,4.728374244783383,704512.0,102475.04589103909,0.0,0.0,0.0,0.0
1377024346,1,2926.0,60.700294599614445,0.19914947970281427,704512.0,135661.2137457956,0.0,0.0,0.0,0.0
1377024646,1,2926.0,22.437968876410675,4.98537273343007,704512.0,14874.83424910121,0.0,0.0,0.0,0.0
1377024946,1,2926.0,82.7314276678522,1.371319620888804,704512.0,98863.56702476348,0.0,0.0,0.0,0.0
1377025246,1,2926.0,98.03911561967851,2.702271694154267,704512.0,90911.15866704007,0.0,0.0,0.0,0.0
1377025546,1,2926.0,78.84655446789314,0.6410789424905505,704512.0,79621.14038435918,0.0,0.0,0.0,0.0
1377025846,1,2926.0,85.97348372337473,1.2746714586173635,704512.0,22918.989068879524,0.0,0.0,0.0,0.0
1377026146,1,2926.0,2.9046524248494077,0.5131784739536799,704512.0,128853.35968808083,0.0,0.0,0.0,0.0
1377026446,1,2926.0,18.277829918471976,3.703555210070258,704512.0,166705.72569935853,0.0,0.0,0.0,0.0
1377026746,1,2926.0,7.7395907791167335,0.2741537370342273,704512.0,39949.209438867394,0.0,0.0,0.0,0.0
1377027046,1,2926.0,94.59338325699852,4.381433594210896,704512.0,40906.08709171795,0.0,0.0,0.0,0.0
1377027346,1,2926.0,25.955064585444386,3.7496841152506803,704512.0,12837.61875205549,0.0,0.0,0.0,0.0
1377027646,1,2926.0,64.7091765095838,0.5919387144443006,704512.0,174308.89547242376,0.0,0.0,0.0,0.0
1377027946,1,2926.0,39.170882944600805,0.24889900944386645,704512.0,199905.54906492907,0.0,0.0,0.0,0.0
1377028246,1,2926.0,76.24900300704897,0.7229521998984256,704512.0,114774.38521654555,0.0,0.0,0.0,0.0
1377028546,1,2926.0,51.87249873550276,1.9231529996145968,704512.0,111447.38896377904,0.0,0.0,0.0,0.0
1377028846,1,2926.0,36.00296929273169,0.9032485879586799,704512.0,30907.378222357984,0.0,0.0,0.0,0.0
1377029146,1,2926.0,82.39520363386357,1.8955379872214373,704512.0,77179.30189840136,0.0,0.0,0.0,0.0
1377029446,1,2926.0,83.46008862282628,2.43657966431243,704512.0,178338.0924155207,0.0,0.0,0.0,0.0
1377029746,1,2926.0,32.78110888537523,4.7078810772837105,704512.0,139233.97019915032,0.0,0.0,0.0,0.0
1377030046,1,2926.0,48.91247090520302,1.518530347886649,704512.0,85250.16590298826,0.0,0.0,0.0,0.0
1377030346,1,2926.0,47.38709085459606,3.904300839564476,704512.0,136441.83453789024,0.0,0.0,0.0,0.0
1377030646,1,2926.0,11.462332043323952,2.029629419096427,704512.0,121083.1394331869,0.0,0.0,0.0,0.0
1377030946,1,2926.0,14.256342515784482,0.5827533467057411,704512.0,188636.9668170058,0.0,0.0,0.0,0.0
1377031246,1,2926.0,95.29294870130256,4.911573879381968,704512.0,181456.19036625465,0.0,0.0,0.0,0.0
1377031546,1,2926.0,61.044202358839975,2.7146884021984947,704512.0,33395.85981015727,0.0,0.0,0.0,0.0
1377031846,1,2926.0,74.5092249197178,0.9001589482759775,704512.0,192505.08630640092,0.0,0.0,0.0,0.0
1377032146,1,2926.0,73.60493228219876,4.5189213504177195,704512.0,130213.77419834568,0.0,0.0,0.0,0.0
1377032446,1,2926.0,65.17494105335028,4.15867000896025,704512.0,145090.724776329,0.0,0.0,0.0,0.0
1377032746,1,2926.0,66.91462106586114,2.9719461083491625,704512.0,28329.58003627044,0.0,0.0,0.0,0.0
1377033046,1,2926.0,51.86340568574729,4.135236993330637,704512.0,147558.22483442535,0.0,0.0,0.0,0.0
1377033346,1,2926.0,33.51420129336077,4.034645197536592,704512.0,52526.6516817688,0.0,0.0,0.0,0.0
1377033646,1,2926.0,0.32960657789764536,4.680713036124285,704512.0,7732.4773175813325,0.0,0.0,0.0,0.0
1377033946,1,2926.0,73.60706838729416,4.23509032154008,704512.0,25173.107708016552,0.0,0.0,0.0,0.0
1377034246,1,2926.0,26.856902083944323,3.3341912212496267,704512.0,108630.07677792806,0.0,0.0,0.0,0.0
1377034546,1,2926.0,72.38619221885376,3.321512465325798,704512.0,44130.21361562091,0.0,0.0,0.0,0.0
1377034846,1,2926.0,60.09880869252208,1.4038208756275123,704512.0,39031.30321652781,0.0,0.0,0.0,0.0
1377035146,1,2926.0,76.13426343738284,2.734261060587694,704512.0,30044.193527245654,0.0,0.0,0.0,0.0
1377035446,1,2926.0,98.40946422383871,1.991137532719987,704512.0,36560.86995907979,0.0,0.0,0.0,0.0
1377035746,1,2926.0,44.28593365984913,0.9105639544651828,704512.0,14089.823075326758,0.0,0.0,0.0,0.0
1377036046,1,2926.0,18.02072489852311,0.18808132732281102,704512.0,180865.1245505436,0.0,0.0,0.0,0.0
1377036346,1,2926.0,67.30994459895399,3.22775575070837,704512.0,169564.06128251887,0.0,0.0,0.0,0.0
1377036646,1,2926.0,98.94195885075735,2.506122842484869,704512.0,23902.82551313303,0.0,0.0,0.0,0.0
1377036946,1,2926.0,76.60406681260636,1.7102684027824382,704512.0,128327.35763119812,0.0,0.0,0.0,0.0
1377037246,1,2926.0,77.10903196338201,1.626593049131858,704512.0,42077.872332714716,0.0,0.0,0.0,0.0
1377037546,1,2926.0,60.9862373257071,4.93486734626406,704512.0,21432.53564779828,0.0,0.0,0.0,0.0
1377037846,1,2926.0,12.770987395608447,3.707438485684793,704512.0,165505.1051020036,0.0,0.0,0.0,0.0
1377038146,1,2926.0,42.35463627458862,1.6951637076890969,704512.0,66356.20748867828,0.0,0.0,0.0,0.0
1377038446,1,2926.0,15.161151923867811,0.35414847522887427,704512.0,84929.94041870492,0.0,0.0,0.0,0.0
1377038746,1,2926.0,71.06151380389592,0.29963063467361273,704512.0,137332.64398381903,0.0,0.0,0.0,0.0
1377039046,1,2926.0,3.2534571254598688,1.595363721872864,704512.0,187147.38024225118,0.0,0.0,0.0,0.0
1377039346,1,2926.0,68.26353312827807,2.122575802088995,704512.0,172733.7371335055,0.0,0.0,0.0,0.0
1377039646,1,2926.0,47.18419500396486,1.3136576207302508,704512.0,121867.479579339,0.0,0.0,0.0,0.0
1377039946,1,2926.0,6.335836102446457,0.8925953665626246,704512.0,98833.81709916859,0.0,0.0,0.0,0.0
1377040246,1,2926.0,66.74005106997005,2.4163270958772887,704512.0,153365.02007857457,0.0,0.0,0.0,0.0
1377040546,1,2926.0,26.767060302545666,1.3667583001882244,704512.0,7578.280389231073,0.0,0.0,0.0,0.0
1377040846,1,2926.0,23.93373062259275,2.4516769336700497,704512.0,188732.0785357363,0.0,0.0,0.0,0.0
1377041146,1,2926.0,96.63163054398247,1.325273095596008,704512.0,1964.3031572263326,0.0,0.0,0.0,0.0
1377041446,1,2926.0,35.50783089646692,2.779800656327632,704512.0,13881.97013439667,0.0,0.0,0.0,0.0
1377041746,1,2926.0,84.21825424618056,0.7189687915998372,704512.0,5961.265680811034,0.0,0.0,0.0,0.0
1377042046,1,2926.0,68.90112164447861,2.7178843835577626,704512.0,177852.50084080783,0.0,0.0,0.0,0.0
1377042346,1,2926.0,97.9105652620119,3.6170366489916423,704512.0,81675.03064993555,0.0,0.0,0.0,0.0
1377042646,1,2926.0,38.62151480250714,0.35307276002278176,704512.0,190642.59543567777,0.0,0.0,0.0,0.0
1377042946,1,2926.0,6.602805185220683,4.047001729417229,704512.0,22176.079132641036,0.0,0.0,0.0,0.0
1377043246,1,2926.0,24.907898990576694,3.7006161789276075,704512.0,87581.61163164338,0.0,0.0,0.0,0.0
1377043546,1,2926.0,83.96692360284246,4.059830460709374,704512.0,199132.8142766864,0.0,0.0,0.0,0.0
